_id,id,asset_id,location,alternative_name,type,location_details,url,address,geometry
713,2341,79036,Agincourt Park,Agincourt Park Playground Drinking Fountain,Drinking Fountain,Located on the pathway south of the playground.,https://www.toronto.ca/data/parks/prd/facilities/complex/2341/index.html,27 Glen Watford Dr  ,"c(-79.2763068220151, 43.7888556148337)"
714,543,79185,Thomson Memorial Park,Thomson Memorial Park Toboggan Drinking Water Station ,"Drinking Fountain, Dog Fountain",Located north of the toboggan hill.,https://www.toronto.ca/data/parks/prd/facilities/complex/543/index.html,1005 Brimley Rd  ,"c(-79.2546972762625, 43.759336900867)"
715,147,79176,Carlton Park,Carlton Park Playground Drinking Water Station,"Drinking Fountain, Dog Fountain","Located on the pathway between the playground, the fire pit and the basketball court. ",https://www.toronto.ca/data/parks/prd/facilities/complex/147/index.html,20 Edith Ave  ,"c(-79.4556887567392, 43.6665923033614)"
716,137,79165,Baird Park,Baird Park Wading Pool Drinking Fountain,Drinking Fountain,Located on the east side of the wading pool.,https://www.toronto.ca/data/parks/prd/facilities/complex/137/index.html,275 Keele St  ,"c(-79.4624142740978, 43.6627080804272)"
717,2798,79141,Dunfield Park,Dunfield Park Drinking Fountain,Drinking Fountain,Located on the pathway south of the playground.,https://www.toronto.ca/data/parks/prd/facilities/complex/2798/index.html,35 Dunfield Ave  ,"c(-79.3943078591129, 43.7052027497566)"
718,97,79137,Irene Avenue Parkette,Irene Avenue Parkette Playground Drinking Fountain,Drinking Fountain,Located east of the playground.,https://www.toronto.ca/data/parks/prd/facilities/complex/97/index.html,760 Shaw St  ,"c(-79.4236888039619, 43.6629363347808)"
719,3594,78996,Santa Chiara Parkette - Anne Marie D'Amico Square,Santa Chiara Parkette - Anne Marie D'Amico Parkette Drinking Water Station,"Drinking Fountain, Dog Fountain",Located on the southeast corner of the parkette.,https://www.toronto.ca/data/parks/prd/facilities/complex/3594/index.html,1114 St Clair Ave W Ave  W ,"c(-79.441010397429, 43.6786137691757)"
720,473,102161,Edwards Gardens,Edwards Gardens Drinking Fountain,Drinking Fountain,Located on the grassy area northwest of the shade structure.,https://www.toronto.ca/data/parks/prd/facilities/complex/473/index.html,755 Lawrence Ave  E ,"c(-79.3612089818329, 43.732584928376)"
721,327,102162,Dieppe Park,Dieppe Park Drinking Water Station,"Drinking Fountain, Dog Fountain",Located on the grassy area between Cosburn Ave and the car parking lot.,https://www.toronto.ca/data/parks/prd/facilities/complex/327/index.html,455 Cosburn Ave  ,"c(-79.3354610694469, 43.6923792938813)"
722,343,102163,Riverdale Park East,Riverdale Park East Outdoor Pool Drinking Fountain,Drinking Fountain,Located on the deck of the outdoor pool.,https://www.toronto.ca/data/parks/prd/facilities/complex/343/index.html,550 Broadview Ave  ,"c(-79.3572115212917, 43.6722718832129)"
723,117,102165,Eglinton Park,Eglinton Park Dog Fountain,Dog Fountain,Located in the grassy area southeast of the washroom building.,https://www.toronto.ca/data/parks/prd/facilities/complex/117/index.html,200 Eglinton Ave  W ,"c(-79.4051228525718, 43.7081042255666)"
724,245,102167,Oriole Park - Toronto,Oriole Park - Toronto Wading Pool Drinking Fountain,Drinking Fountain,Located north of the wading pool.,https://www.toronto.ca/data/parks/prd/facilities/complex/245/index.html,201 Oriole Pkwy  ,"c(-79.3988124538018, 43.6973936459876)"
725,288,102169,Wildwood Crescent Playground,Wildwood Crescent Playground Dog off-Leash Area Dog Fountain,Dog Fountain,Located inside the dog off-leash area in the northwest corner.,https://www.toronto.ca/data/parks/prd/facilities/complex/288/index.html,110 Wildwood Cres  ,"c(-79.312747336297, 43.6813469376812)"
726,288,102170,Wildwood Crescent Playground,Wildwood Crescent Playground Drinking Fountain,Drinking Fountain,"Located north of the playground, north of the pathway.",https://www.toronto.ca/data/parks/prd/facilities/complex/288/index.html,110 Wildwood Cres  ,"c(-79.3131868813267, 43.6811441731995)"
727,78,102171,June Rowlands Park,June Rowlands Park Splash Pad Drinking Fountain,Drinking Fountain,Located at the southeast corner of the splash pad.,https://www.toronto.ca/data/parks/prd/facilities/complex/78/index.html,220 Davisville Ave  ,"c(-79.3893515275979, 43.7003043439165)"
728,315,102172,Primrose Avenue Parkette,Primrose Avenue Parkette Wading Pool Drinking Fountain,Drinking Fountain,Located east of the wading pool.,https://www.toronto.ca/data/parks/prd/facilities/complex/315/index.html,120 Primrose Ave  ,"c(-79.4460874688158, 43.6715552483055)"
729,719,102173,Parma Park,O'Connor Outdoor Pool Drinking Fountain,Drinking Fountain,Located on the pool deck on the west wall of the building.,https://www.toronto.ca/data/parks/prd/facilities/complex/719/index.html,99 Parma Crt  ,"c(-79.3021256778902, 43.7175151164591)"
730,2704,102174,Yorkminster Park Baptist Church Park,Yorkminster Park Baptist Church Park Drinking Fountain,Drinking Fountain,Located along the pathway on the south side of the park.,https://www.toronto.ca/data/parks/prd/facilities/complex/2704/index.html,1585 Yonge St  ,"c(-79.3946380960441, 43.6906134022028)"
731,293,102175,Willard Gardens Parkette,Willard Gardens Playground Parkette Drinking Fountain,Drinking Fountain,Located southeast of the playground across the cul-de-sac.,https://www.toronto.ca/data/parks/prd/facilities/complex/293/index.html,55 Mayfield Ave  ,"c(-79.4808321588013, 43.6475457751579)"
732,353,102176,Stan Wadlow Park,Kiwanis Outdoor Pool Drinking Fountain,Drinking Fountain,Located on the pool deck on the outside of the south side of the outdoor pool building.,https://www.toronto.ca/data/parks/prd/facilities/complex/353/index.html,375 Cedarvale Ave,"c(-79.3160142612624, 43.6984510384607)"
733,69,102177,S.A.D.R.A. Park,S.A.D.R.A. Park Drinking Fountain,Drinking Fountain,"Located east of the playground, along the pathway close to Silverthorn Avenue.",https://www.toronto.ca/data/parks/prd/facilities/complex/69/index.html,455 Old Weston Rd  ,"c(-79.4608436908981, 43.6755853231377)"
734,2355,102178,Maplehurst Park,Maplehurst Park Playground Drinking Fountain,Drinking Fountain,Located southeast of the playground.,https://www.toronto.ca/data/parks/prd/facilities/complex/2355/index.html,296 Maplehurst Ave  ,"c(-79.3979101088927, 43.7657893267905)"
735,101,102136,James Canning Gardens,James Canning Gardens Playground Drinking Water Station,"Bottle Filling Station, Drinking Fountain",Located next to the playground.,https://www.toronto.ca/data/parks/prd/facilities/complex/101/index.html,15 Gloucester St  ,"c(-79.3842445243342, 43.6664666822472)"
736,344,102142,Riverdale Park West,Riverdale Park West Baseball Diamond Drinking Water Station,"Bottle Filling Station, Drinking Fountain, Dog Fountain",Located north of the fieldhouse at the south end of the park by the baseball diamonds.,https://www.toronto.ca/data/parks/prd/facilities/complex/344/index.html,375 Sumach St  ,"c(-79.3592584272098, 43.6654432358124)"
737,522,1000000001,Adams Park,Adams Park Portable Toilet ,Portable Toilet,Located in the parking lot by the trail.,https://www.toronto.ca/data/parks/prd/facilities/complex/522/index.html,2 Rozell Rd  ,"c(-79.1449501339709, 43.7923937317967)"
738,2155,12,Albert Campbell Square,Albert Campbell Square Outdoor Rink Washroom,Washroom Building,Located at the west end of the outdoor ice rink.,https://www.toronto.ca/data/parks/prd/facilities/complex/2155/index.html,150 Borough Dr  ,"c(-79.2578191514373, 43.7734305840419)"
739,31,5984,Alexandra Park,Alexandra Park Outdoor Pool Washroom,Washroom Building,Entrance is located on the outside of the outdoor pool building on the southwest side.,https://www.toronto.ca/data/parks/prd/facilities/complex/31/index.html,275 Bathurst St  ,"c(-79.4044187064323, 43.6509886655484)"
740,24,71,Beaches Recreation Centre,Beaches Recreation Centre Washroom,Washroom Building,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/24/index.html,6 Williamson Rd  ,"c(-79.2987815935782, 43.6739918657914)"
741,2,29307,Bluffer's Park,Bluffer's Park Washroom,Washroom Building,"Located on the west side of the park, next to the boat launch.",https://www.toronto.ca/data/parks/prd/facilities/complex/2/index.html,1 Brimley Rd  S ,"c(-79.2349085595445, 43.7061568747185)"
742,335,29312,Budapest Park,Budapest Park Washroom,Washroom Building,Located at the east end of the parking lot.,https://www.toronto.ca/data/parks/prd/facilities/complex/335/index.html,1575 Lake Shore Blvd  W ,"c(-79.4492987253011, 43.6370297165197)"
743,1053,28885,Campbell Avenue Park,Campbell Avenue Park Outdoor Rink Washroom,Washroom Building,Entrance is located on the outside of the outdoor ice rink building.,https://www.toronto.ca/data/parks/prd/facilities/complex/1053/index.html,225 Campbell Ave  ,"c(-79.4485192485026, 43.662942616346)"
744,629,1908,Cedarvale Park,Phil White Arena Washroom,Washroom Building,Entrance is located on the outside of Phil White Arena.,https://www.toronto.ca/data/parks/prd/facilities/complex/629/index.html,443 Arlington Ave  ,"c(-79.431446144468, 43.6912877354199)"
745,798,13016,Centennial Park - Etobicoke,Centennial Park Etobicoke Stadium Accessible Washrooms,Washroom Building,Located on the west side of Centennial Park Stadium at the south end.,https://www.toronto.ca/data/parks/prd/facilities/complex/798/index.html,256 Centennial Park Rd  ,"c(-79.5851389661776, 43.653379056334)"
746,196,28886,Christie Pits Park,Christie Pits Park Sid Smith Outdoor Rink Washroom,Washroom Building,Located in the Sid Smith rink building located south of the ice rink,https://www.toronto.ca/data/parks/prd/facilities/complex/196/index.html,750 Bloor St  W ,"c(-79.4223730169191, 43.665150197289)"
747,1089,32622,Nathan Phillips Square,Nathan Phillips Square Outdoor Rink Washroom,Washroom Building,Located in the skating pavilion west of the outdoor ice rink.,https://www.toronto.ca/data/parks/prd/facilities/complex/1089/index.html,100 Queen St  W ,"c(-79.3839454471234, 43.6522039089387)"
748,223,93762,College Park,Barbara Ann Scott Outdoor Rink Washroom,Washroom Building,Located in the Barbara Ann Scott skating pavilion.,https://www.toronto.ca/data/parks/prd/facilities/complex/223/index.html,420 Yonge St  ,"c(-79.3838079346985, 43.6596591616802)"
749,466,1000000017,Colonel Samuel Smith Park,Colonel Samuel Smith Park Portable Toilet,Portable Toilet,"Located west of Power House Recreation Centre, north of the skating trail.",https://www.toronto.ca/data/parks/prd/facilities/complex/466/index.html,3145 Lake Shore Blvd  W ,"c(-79.5156698327389, 43.5933964298349)"
750,467,1701,Coronation Park - Toronto,Coronation Park Toronto Washroom,Washroom Building,Located east of the south baseball diamond.,https://www.toronto.ca/data/parks/prd/facilities/complex/467/index.html,711 Lake Shore Blvd  W ,"c(-79.404908630126, 43.6343913965369)"
751,1056,273,Dennis R. Timbrell Resource Centre,Dennis R. Timbrell Resource Centre Washroom,Washroom Building,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/1056/index.html,29 St Dennis Dr  ,"c(-79.3317979398115, 43.71788436387)"
752,1057,29356,Dentonia Park,Dentonia Park Washroom,Washroom Building,"Located on the west basketball court, north of the baseball diamond.",https://www.toronto.ca/data/parks/prd/facilities/complex/1057/index.html,80 Thyra Ave  ,"c(-79.2927940640923, 43.6941249843203)"
753,327,28887,Dieppe Park,Dieppe Park Outdoor Rink Washroom,Washroom Building,Located at the outdoor ice rink.,https://www.toronto.ca/data/parks/prd/facilities/complex/327/index.html,455 Cosburn Ave  ,"c(-79.3360686341573, 43.6921036380234)"
754,712,281,Don Montgomery Community Centre,Don Montgomery Community Centre Washroom,Washroom Building,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/712/index.html,2467 Eglinton Ave  E ,"c(-79.2617027743078, 43.7326376303698)"
755,1449,79459,Don Valley Brick Works,Don Valley Brick Works Washroom ,Washroom Building,Located in the western building along the pathway into the park.,https://www.toronto.ca/data/parks/prd/facilities/complex/1449/index.html,550 Bayview Ave  ,"c(-79.3664257580379, 43.6843864377828)"
756,86,29374,Dovercourt Park,Dovercourt Park Washroom,Washroom Building,Located in the Dovercourt Boys and Girls Club.,https://www.toronto.ca/data/parks/prd/facilities/complex/86/index.html,155 Bartlett Ave  ,"c(-79.432574052299, 43.6655945123568)"
757,329,317,East York Community Centre,East York Community Centre Washroom,Washroom Building,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/329/index.html,1081 Pape Ave  ,"c(-79.3492592819462, 43.6917748198521)"
758,473,13476,Edwards Gardens,Edwards Gardens Washroom,Washroom Building,Located at the back of the outdoor caf̩ building.,https://www.toronto.ca/data/parks/prd/facilities/complex/473/index.html,755 Lawrence Ave  E ,"c(-79.3593649864772, 43.7341150916381)"
759,320,347,Esther Shiner Stadium,Esther Shiner Stadium Washroom,Washroom Building,Located at the main entrance to the stadium.,https://www.toronto.ca/data/parks/prd/facilities/complex/320/index.html,5720 Bathurst St  ,"c(-79.4454665802082, 43.7760515612141)"
760,11,13493,G. Ross Lord Park,G. Ross Lord Park Sport Pavillion Washroom,Washroom Building,Located in the sports pavilion east of main parking lot.,https://www.toronto.ca/data/parks/prd/facilities/complex/11/index.html,4801 Dufferin St  ,"c(-79.4622263525863, 43.7792471126541)"
761,1431,79343,Grange Park,Grange Park South Washroom,Washroom Building,"Located at the south-end of the park on Grange Road, opposite University Settlement.",https://www.toronto.ca/data/parks/prd/facilities/complex/1431/index.html,26 Grange Rd  W ,"c(-79.3913508795439, 43.6525658415158)"
762,70,29421,Greenwood Park,Greenwood Park Fieldhouse Washroom,Washroom Building,"Located in the fieldhouse east of the skate trail, south of the playground.",https://www.toronto.ca/data/parks/prd/facilities/complex/70/index.html,150 Greenwood Ave  ,"c(-79.3286834850084, 43.6694491136341)"
763,77,29511,High Park,High Park Parkside Drive Washroom,Washroom Building,Located near the Parkside Drive entrance.,https://www.toronto.ca/data/parks/prd/facilities/complex/77/index.html,1873 Bloor St  W ,"c(-79.4572249103502, 43.6444224258499)"
764,77,29459,High Park,High Park Chess House Washroom,Washroom Building,Located in the Chess House building near Bloor Street West.,https://www.toronto.ca/data/parks/prd/facilities/complex/77/index.html,1873 Bloor St  W ,"c(-79.4662827287604, 43.6527261870184)"
765,77,1000000032,High Park Zoo,High Park Zoo Portable Toilet,Portable Toilet,Located inside south zoo gates.,https://www.toronto.ca/data/parks/prd/facilities/complex/77/index.html,1873 Bloor St  W ,"c(-79.4606983717756, 43.642730862712)"
766,3,29542,James Gardens,James Gardens Washroom,Washroom Building,Located on the west side of parking lot.,https://www.toronto.ca/data/parks/prd/facilities/complex/3/index.html,99 Edenbridge Dr  ,"c(-79.5147659657209, 43.6716076028119)"
767,151,79226,Jean Sibelius Square,Jean Sibelius Square Fieldhouse Washroom,Washroom Building,Located in the fieldhouse building at the northwest corner of the park.,https://www.toronto.ca/data/parks/prd/facilities/complex/151/index.html,50 Kendal Ave  ,"c(-79.4092222095948, 43.6716117595581)"
